FMID,MarketName,street,city,County,State,zip,Season1_Start_Date,Season1_End_Date,Season1Time,Season2_Start_Date,Season2_End_Date,Season2Time,Season3_Start_Date,Season3_End_Date,Season3Time,Season4_Start_Date,Season4_End_Date,Season4Time,x,y,Location,Credit,WIC,WICcash,SFMNP,SNAP,Organic,Bakedgoods,Cheese,Crafts,Flowers,Eggs,Seafood,Herbs,Vegetables,Honey,Jams,Maple,Meat,Nursery,Nuts,Plants,Poultry,Prepared,Soap,Trees,Wine,Coffee,Beans,Fruits,Grains,Juices,Mushrooms,PetFood,Tofu,WildHarvested,updateTime
1000598,RAYMOND FARMERS MARKET,64 FREETOWN RD,RAYMOND,ROCKINGHAM,NEW HAMPSHIRE,03077,June,September,Tue:3:00 PM - 6:30 PM;,,,,,,,,,,-71.165904,43.020729,Private business parking lot,N,N,N,N,N,N,Y,N,Y,N,Y,Y,N,Y,Y,Y,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2012-04-26T13:58:15Z
1008680,RAYMORES ORIGINAL TOWN FARMERS MARKET,200 SOUTH WASHINGTON,RAYMORE,CASS,MISSOURI,64083,06/04/2013,09/24/2013,Tue: 4:00 PM-7:00 PM;,,,,,,,,,,-94.453098,38.801981,"Faith-based institution (e.g., church, mosque, synagogue, temple)",Y,N,N,N,N,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,2013-06-27T15:48:17Z
1009225,RAYS MARKET,1840 E WARNER RD,TEMPE,,ARIZONA,85284,,,,,,,,,,,,,-111.91,33.3355,,Y,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-01-01T00:00:00Z
1011330,RAYTOWN FARMERS MARKET,6210 RAYTOWN ROAD,RAYTOWN,JACKSON,MISSOURI,64133,05/02/2015,10/31/2015,Thu: 3:00 PM-6:00 PM;Sat: 9:00 AM-1:00 PM;,,,,,,,,,,-94.463531,39.010033,,Y,N,N,N,Y,N,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,N,N,Y,Y,N,N,Y,N,Y,N,N,Y,N,N,N,2016-08-03T15:07:56Z
1004048,READING TERMINAL MARKET,51 NORTH 12TH STREET,PHILADELPHIA,PHILADELPHIA,PENNSYLVANIA,19107,,,Mon: 8:00 AM-6:00 PM;Tue: 8:00 AM-6:00 PM;Wed: 8:00 AM-6:00 PM;Thu: 8:00 AM-6:00 PM;Fri: 8:00 AM-6:00 PM;Sat: 8:00 AM-6:00 PM;Sun: 9:00 AM-5:00 PM;,,,,,,,,,,-75.159307,39.953605,Other,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,N,Y,N,N,Y,N,N,N,N,N,N,2013-06-17T14:54:35Z
2000022,REAL FOOD SYSTEM,,,,MARYLAND,,,,,,,,,,,,,,,,,Y,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-01-01T00:00:00Z
1011130,REAP OLEAN FARMERS MARKET,CINEMA DRIVE,OLEAN,CATTARAUGUS,NEW YORK,14760,05/16/2015,10/31/2015,Sat: 8:00 AM-1:00 PM;,,,,,,,,,,-78.4648828,42.0800011,,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,Y,N,N,N,N,N,N,2015-05-07T14:52:12Z
1012502,REC BEAVER BROOK PARK MARKET,306 CHANDLER ST,WORCESTER,WORCESTER,MASSACHUSETTS,,06/20/2016,10/24/2016,Mon: 9:30 AM-2:00 PM;Fri: 9:30 AM-2:00 PM;,,,,,,,,,,-71.825397,42.262154,,Y,Y,N,Y,Y,N,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,2016-07-13T14:36:05Z
1008885,REC MOBILE FARMERS MARKET  COES POND VILLAGE,39 1ST STREET,WORCESTER,WORCESTER,MASSACHUSETTS,01602,06/22/2016,10/26/2016,Wed: 1:30 PM-3:00 PM;,,,,,,,,,,-71.8498507,42.2526097,,Y,Y,N,Y,Y,N,Y,N,N,N,Y,N,N,Y,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,7/13/2016 12:58:40 PM
1008883,REC MOBILE FARMERS MARKET  EDWARD M KENNEDY COMMUNITY HEALTH,19 TACOMA STREET,WORCESTER,WORCESTER,MASSACHUSETTS,01610,06/22/2016,10/26/2016,Wed: 11:00 AM-12:30 PM;,,,,,,,,,,-71.7663802,42.3029456,,Y,Y,N,Y,Y,N,Y,N,N,N,Y,N,N,Y,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,2016-07-13T13:02:52Z
1008880,REC MOBILE FARMERS MARKET  ELM PARK TOWERS,425 PLEASANT STREET,WORCESTER,WORCESTER,MASSACHUSETTS,01610,06/21/2016,10/25/2016,Tue: 3:30 PM-5:00 PM;,,,,,,,,,,-71.816359,42.263769,,Y,Y,N,Y,Y,N,Y,N,N,N,Y,N,N,Y,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,2016-07-13T16:06:43Z
1008881,REC MOBILE FARMERS MARKET  FAMILY HEALTH CENTER OF WORCESTER,26 QUEEN STREET,WORCESTER,WORCESTER,MASSACHUSETTS,01610,06/21/2016,10/25/2016,Tue: 1:30 PM-3:00 PM;,,,,,,,,,,-71.813676,42.258897,,Y,Y,N,Y,Y,N,Y,N,N,N,Y,N,N,Y,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,2016-07-13T13:10:03Z
1008894,REC MOBILE FARMERS MARKET  GREEN HILL TOWERS,27 MT VERNON STREET,WORCESTER,WORCESTER,MASSACHUSETTS,01605,06/21/2016,10/25/2016,Tue: 11:00 AM-12:30 PM;,,,,,,,,,,-71.788278,42.277007,,Y,Y,N,Y,Y,N,Y,N,N,N,Y,N,N,Y,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,2016-07-15T09:37:58Z
1008884,REC MOBILE FARMERS MARKET  LINCOLN PARK TOWERS,11 LAKE AVE,WORCESTER,WORCESTER,MASSACHUSETTS,01610,06/24/2016,10/28/2016,Fri: 11:00 AM-12:00 PM;,,,,,,,,,,-71.758319,42.272996,,Y,Y,N,Y,Y,N,Y,N,N,N,Y,N,N,Y,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,2016-07-13T13:00:38Z
1008882,REC MOBILE FARMERS MARKET  LINCOLN VILLAGE,40 PLEASANT VALLEY DRIVE,WORCESTER,WORCESTER,MASSACHUSETTS,01605,06/22/2016,10/26/2016,Wed: 9:00 AM-10:30 AM;,,,,,,,,,,-71.775521,42.297673,,Y,Y,N,Y,Y,N,Y,N,N,N,Y,N,N,Y,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,2016-07-13T13:06:47Z
1008891,"REC MOBILE FARMERS MARKET  OUT TO LUNCH CONCERT SERIES, CITY HALL COMMON",455 MAIN STREET,WORCESTER,WORCESTER,MASSACHUSETTS,01608,06/23/2016,10/27/2016,Thu: 11:00 AM-2:00 PM;,,,,,,,,,,-71.801112,42.262366,,Y,Y,N,Y,Y,N,Y,N,N,N,Y,N,N,Y,Y,N,Y,Y,N,N,N,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N,7/13/2016 12:32:22 PM
1008893,REC MOBILE FARMERS MARKET  PLUMLEY VILLAGE,16 LAUREL STREET,WORCESTER,WORCESTER,MASSACHUSETTS,01608,06/24/2016,10/28/2016,Fri: 3:00 PM-4:00 PM;,,,,,,,,,,-71.795536,42.270086,,Y,Y,N,Y,Y,N,Y,N,N,N,Y,N,N,Y,N,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,7/13/2016 12:20:10 PM
1008890,REC MOBILE FARMERS MARKET  SEABURY HEIGHTS APARTMENTS,240 BELMONT STREET,WORCESTER,WORCESTER,MASSACHUSETTS,01604,06/23/2016,10/27/2016,Thu: 8:00 AM-9:30 AM;,,,,,,,,,,-71.7818616,42.2719811,,Y,Y,N,Y,Y,N,Y,N,N,N,Y,N,N,Y,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,7/13/2016 12:36:20 PM
1008886,REC MOBILE FARMERS MARKET  SEVEN HILLS FOUNDATION,81 HOPE AVE,WORCESTER,WORCESTER,MASSACHUSETTS,01603,06/24/2016,10/28/2016,Fri: 9:00 AM-10:30 AM;,,,,,,,,,,-71.8255759,42.2312848,,Y,Y,N,Y,Y,N,Y,N,N,N,Y,N,N,Y,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,7/13/2016 12:51:55 PM
1012532,REC MOBILE FARMERS MARKET  THE SENIOR CENTER,128 PROVIDENCE STREET,WORCESTER,WORCESTER,MASSACHUSETTS,01604,06/21/2016,10/25/2016,Tue: 9:00 AM-10:30 AM;,,,,,,,,,,-71.7930315,42.248111,,Y,Y,N,Y,Y,N,Y,N,N,N,Y,N,N,Y,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,2016-07-13T13:17:57Z
1008892,REC MOBILE FARMERS MARKET  WEBSTER SQUARE TOWERS,1050 MAIN STREET,WORCESTER,WORCESTER,MASSACHUSETTS,01603,06/24/2016,10/28/2016,Fri: 1:00 PM-2:30 PM;,,,,,,,,,,-71.831354,42.2457,,Y,Y,N,Y,Y,N,Y,N,N,N,Y,N,N,Y,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,7/13/2016 12:29:00 PM
1008888,REC MOBILE FARMERS MARKET  WRTA TRANSIT HUB,60 FOSTER ST,WORCESTER,WORCESTER,MASSACHUSETTS,01608,06/23/2016,10/27/2016,Thu: 3:00 PM-4:30 PM;,,,,,,,,,,-71.7963682,42.2608786,,Y,Y,N,Y,Y,N,Y,N,N,N,N,N,N,Y,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,7/13/2016 12:44:20 PM
1008889,REC MOBILE FARMERS MARKET  YWCA OF CENTRAL MA,1 SALEM SQUARE,WORCESTER,WORCESTER,MASSACHUSETTS,01608,06/23/2016,10/27/2016,Thu: 5:00 PM-6:00 PM;,,,,,,,,,,-71.8002647,42.260919,,Y,Y,N,Y,Y,N,Y,N,N,N,Y,N,N,Y,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,7/13/2016 12:40:48 PM
1008887,REC MOBILE MARKET  COLONY RETIREMENT HOMES,485 GROVE STREET,WORCESTER,WORCESTER,MASSACHUSETTS,01605,06/22/2016,10/26/2016,Wed: 3:30 PM-5:00 PM;,,,,,,,,,,-71.8109548,42.2889588,,Y,Y,N,Y,Y,N,Y,N,N,N,Y,N,N,Y,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,7/13/2016 12:49:31 PM
1012537,REC UNIVERSITY PARK FARM STAND,965 MAIN STREET,WORCESTER,WORCESTER,MASSACHUSETTS,01610,,,Sat: 9:30 AM-1:00 PM;,,,,,,,,,,-71.821553,42.247532,,Y,Y,N,Y,Y,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,2016-07-13T14:10:08Z
1007235,RED BARN MARKET,2100 WASHINGTON BLVD,BELPRE,WASHINGTON,OHIO,45714,,,,,,,,,,,,,-81.6036,39.2779,,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-01-01T00:00:00Z
1005966,RED BAY FARMERS MARKET,652 2ND STREET,RED BAY,FRANKLIN,ALABAMA,35582,,,Tue: 7:00 AM-1:00 PM;Thu: 7:00 AM-1:00 PM;Sat: 7:00 AM-1:00 PM;,,,,,,,,,,-88.1436471641064,34.439522176981,Local government building grounds,N,N,N,Y,Y,N,Y,N,N,N,Y,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,2014-03-14T13:48:15Z
1003231,RED BLUFF SATURDAY FARMERS MARKET,100 MAIN STREET,RED BLUFF,TEHAMA,CALIFORNIA,96080,,,,,,,,,,,,,-122.23,40.1721,,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-01-01T00:00:00Z
1003230,RED BLUFF WEDNESDAY FARMERS MARKET,600 BLOCK OF WASHINGTON STREET,RED BLUFF,TEHAMA,CALIFORNIA,96080,,,,,,,,,,,,,-122.235,40.1764,,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-01-01T00:00:00Z
1012731,RED HILLS ONLINE MARKET,1940 N MONROE ST,TALLAHASSEE,LEON,FLORIDA,32303,01/01/2016,12/31/2016,Thu: 3:00 PM-6:00 PM;,,,,,,,,,,-84.287205,30.464775,,Y,N,N,N,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,N,Y,N,Y,Y,Y,N,N,N,N,Y,Y,Y,N,N,Y,N,N,N,2016-07-25T14:50:09Z
1005108,RED HOOK FARMERS MARKET,580 COLUMBIA ST,BROOKLYN,KINGS,NEW YORK,11231,,,,,,,,,,,,,-74.009,40.672,Local government building grounds,N,Y,Y,Y,N,N,N,Y,N,Y,N,N,Y,Y,N,Y,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011-06-14T13:10:21Z
1008462,RED JACKET ORCHARDS,957 ROUTE 5  AND  20,GENEVA,SENECA,NEW YORK,14456,01/01/2013,12/31/2013,Mon: 8:00 AM-7:00 PM;Tue: 8:00 AM-7:00 PM;Wed: 8:00 AM-7:00 PM;Thu: 8:00 AM-7:00 PM;Fri: 8:00 AM-7:00 PM;Sat: 8:00 AM-7:00 PM;Sun: 8:00 AM-7:00 PM;,,,,,,,,,,-77.020653,42.857681,Private business parking lot,Y,Y,Y,N,N,Y,Y,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,2014-04-01T11:26:14Z
1012304,RED LODGE FARMERS MARKET,LIONS PARK,RED LODGE,CARBON,MONTANA,59068,06/24/2016,09/30/2016,Fri: 3:30 PM-6:00 PM;,,,,,,,,,,-109.248157,45.190151,,Y,N,Y,N,Y,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,N,N,N,2016-07-07T11:42:29Z
1003383,RED MILL GREEN MARKET,2181 UPTON DRIVE,VIRGINIA BEACH,VIRGINIA BEACH,VIRGINIA,23454,06/22/2013,08/31/2013,Sat: 9:00 AM-12:00 PM;,,,,,,,,,,-76.007506,36.756654,Private business parking lot,Y,N,N,N,N,N,Y,Y,Y,Y,Y,Y,N,Y,N,N,N,N,N,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,2013-06-10T13:35:15Z
1001766,RED OAK FARMERS MARKET,307 EAST REED STREET,RED OAK,MONTGOMERY,IOWA,51566,05/23/2013,10/17/2013,Thu: 4:00 PM-6:00 PM;,,,,,,,,,,-95.228162,41.009147,Local government building grounds,N,Y,Y,N,N,N,Y,N,Y,Y,Y,N,N,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2013-06-10T15:49:22Z
1007176,RED RIVER FARMERS MARKET,101 E HATTON ROAD,WICHITA FALLS,WICHITA,TEXAS,76302,,,,,,,,,,,,,-98.4944,33.8677,,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-01-01T00:00:00Z
1005557,RED ROCK PLAZA FARMERS MARKET,1ST AVE SO 2ND STREET,GLASGOW,VALLEY,MONTANA,59248,07/06/2013,10/26/2013,Sun: 8:00 AM-3:00 PM;,,,,,,,,,,-106.632543,48.192535,Other,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,6/12/2013 12:44:31 PM
1018454,RED STICK FARMERS MARKET  TUESDAY SEASONAL,7711 GOODWOOD BOULEVARD,BATON ROUGE,EAST BATON ROUGE,LOUISIANA,70806,01/01/2017,12/31/2017,Tue: 8:00 AM-12:00 PM;,,,,,,,,,,-91.106984,30.442914,,Y,Y,N,Y,Y,N,Y,N,N,N,Y,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,2017-06-28T13:50:44Z
1003609,RED STICK FARMERS MARKET  SATURDAY DOWNTOWN YEAR ROUND,501 MAIN STREET,BATON ROUGE,EAST BATON ROUGE,LOUISIANA,70802,01/01/2016,12/31/2016,Sat: 8:00 AM-12:00 PM;,,,,,,,,,,-91.185794,30.452022,,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,N,N,Y,2016-06-27T13:50:58Z
1003610,RED STICK FARMERS MARKET  THURSDAY YEAR ROUND,6400 PERKINS ROAD,BATON ROUGE,EAST BATON ROUGE,LOUISIANA,70808,01/14/2016,12/22/2016,Thu: 8:00 AM-12:00 PM;,,,,,,,,,,-91.121582,30.399743,,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,N,Y,N,N,Y,2016-06-27T13:24:57Z
1009710,RED STICK MOBILE FARMERS MARKET  THURSDAY SEASONAL,7717 HOWELL BOULEVARD,BATON ROUGE,EAST BATON ROUGE,LOUISIANA,70807,03/17/2016,08/11/2016,Thu: 9:00 AM-12:30 PM;,09/22/2016,12/15/2016,Thu: 9:00 AM-12:00 PM;,,,,,,,-91.155456,30.515238,,Y,Y,N,Y,Y,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,2016-06-27T13:43:54Z
1018457,RED STICK MOBILE FARMERS MARKET  WEDNESDAY NORTH BATON ROUGE,1400 NORTH FOSTER DRIVE,BATON ROUGE,EAST BATON ROUGE,LOUISIANA,70806,04/19/2017,06/01/2017,Mon: 9:00 AM-12:00 PM;,09/20/2017,11/29/2017,,,,,,,,-91.138976,30.46163,,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,2017-06-28T14:02:43Z
1009297,RED WILLOW FARMERS MARKET,885 STAR ROAD,TAOS PUEBLO,,NEW MEXICO,,,,,,,,,,,,,,-105.544,36.4386,,Y,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-01-01T00:00:00Z
1001922,RED WING AREA FARMERS MARKET,SATURDAY MARKET TRAIN DEPOT 420 LEVEE STREET,RED WING,GOODHUE,MINNESOTA,55066,,,Sat: 8:00 AM-2:00 PM;,,,,,,,,,,-92.537601,44.566525,,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,2017-05-11T10:17:56Z
1002007,REDDING THURSDAY FARMERS MARKET,CALIFORNIA  AND  PLACER STREETS,REDDING,SHASTA,CALIFORNIA,96099,,,,,,,,,,,,,-122.391,40.5821,,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-01-01T00:00:00Z
1006644,REDFORD TOWNSHIP MARKET AT THE MARQUEE,15145 BEECH DALY ROAD,REDFORD,WAYNE,MICHIGAN,48239,June,October,sun:10:00 am - 3:00 pm;,,,,,,,,,,-83.297825,42.398251,Local government building grounds,Y,N,N,N,Y,N,Y,N,N,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2012-05-11T11:17:54Z
1004750,REDLANDS FARMERS MARKET,200 E STATE STREET,REDLANDS,SAN BERNARDINO,CALIFORNIA,92373,01/01/2015,12/31/2015,Thu: 6:00 PM-9:00 PM;,,,,,,,,,,-117.1803062,34.0564007,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,N,Y,N,Y,N,N,N,N,N,N,2015-03-24T11:13:24Z
1004751,REDLANDS FARMERS MARKET,100 E REDLANDS BOULEVARD,REDLANDS,SAN BERNARDINO,CALIFORNIA,92373,01/01/2014,12/31/2014,Sat: 8:00 AM-11:00 AM;,,,,,,,,,,-117.1814349,34.057234,Other,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,N,N,Y,Y,N,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,2014-05-13T10:37:09Z
1006815,REDMOND FARMERS MARKET,437 SW 9TH STREET,REDMOND,DESCHUTES,OREGON,97756,,,,,,,,,,,,,-121.182,44.3526,,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-01-01T00:00:00Z
1005000,REDONDO BEACH CERTIFIED FARMERS MARKET,309 ESPLANADE,REDONDO BEACH,LOS ANGELES,CALIFORNIA,90277,01/01/2015,12/31/2015,Thu: 8:00 AM-1:00 PM;,,,,,,,,,,-118.389509,33.836486,,Y,N,N,N,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,N,Y,N,Y,N,Y,Y,N,N,N,2015-03-27T15:34:24Z
1000362,REDWAY FARMERS MARKET,UPTOWN REDWAY,REDWAY,HUMBOLDT,CALIFORNIA,95560,,,,,,,,,,,,,-124.044,40.3543,,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-01-01T00:00:00Z
1000791,REDWOOD CITY KIWANIS FARMERS MARKET,500 ARGUELLO STREET,REDWOOD CITY,SAN MATEO,CALIFORNIA,94063,04/01/2016,11/26/2016,Sat: 8:00 AM-12:00 PM;,,,,,,,,,,-122.232387,37.486692,,Y,N,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,N,N,Y,N,N,N,Y,N,Y,N,N,Y,N,N,N,2016-06-27T14:19:51Z
1009434,REDWOOD EMPIRE FARMERS MARKETS,SANTA ROSA VETERANS MEMORIAL 1351 MAPLE AVENUE,SANTA ROSA,,CALIFORNIA,95404,,,,,,,,,,,,,-122.701,38.4338,,Y,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-01-01T00:00:00Z
1003401,REDWOOD VALLEY CFM,8920 EAST RD,REDWOOD VALLEY,MENDOCINO,CALIFORNIA,95470,,,,,,,,,,,,,-123.207,39.2704,,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-04-17T11:25:00Z
1004741,REEDLEY FARMERS MARKET,G  AND  10TH STREETS,REEDLEY,FRESNO,CALIFORNIA,93654,,,,,,,,,,,,,-119.452,36.5974,,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-01-01T00:00:00Z
1000712,REEDSBURG AREA MEDICAL CENTER FARMERS MARKETS,2000 NORTH DEWEY AVENUE,REEDSBURG,SAUK,WISCONSIN,53959,05/01/2015,10/30/2015,Fri: 11:00 AM-2:00 PM;,,,,,,,,,,-89.993406,43.549612,,Y,N,N,N,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,2015-03-20T14:47:19Z
1007578,REHOBOTH,53 BAY STATE RD,REHOBOTH,BRISTOL,MASSACHUSETTS,02769,,,,,,,,,,,,,-71.2423,41.8476,,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-01-01T00:00:00Z
1002237,REHOBOTH BEACH FARMERS MARKET,GROVE PARK,REHOBOTH BEACH,SUSSEX,DELAWARE,19971,05/05/2015,10/27/2015,Tue: 12:00 PM-4:00 PM;,,,,,,,,,,-75.092,38.7158,,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,Y,Y,Y,N,N,2015-03-20T08:00:22Z
1009338,REISTERSTOWN FARMERS MARKET,360 MAIN STREET,REISTERSTOWN,,MARYLAND,,,,,,,,,,,,,,-76.8276,39.4603,,Y,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-01-01T00:00:00Z
1005925,REMINGTON FARMERS MARKET,36 S OHIO ST,REMINGTON,JASPER,INDIANA,47977,June,October,Sat:7:30 am - 11:30 am;,,,,,,,,,,-87.1514,40.76,Closed-off public street,N,N,N,N,N,N,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011-06-01T15:17:46Z
1007720,REMINGTON FARMERS MARKET,MARKET ST IN THE MUNCIPAL PARKING LOT,FAUQUIER,FAUQUIER COUNTY,VIRGINIA,,,,,,,,,,,,,,-77.6621,38.8099,,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-01-01T00:00:00Z
1002149,RENDEZVOUS REGION LANGDON FARMERS MARKET,10TH AVENUE AND 3RD STREET,LANGDON,CAVALIER,NORTH DAKOTA,58249,,,,,,,,,,,,,-98.3686,48.7616,,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-05-24T14:41:00Z
1007003,RENNINGERS FARMERS MARKET,740 NOBLE ST,KUTZTOWN,BERKS,PENNSYLVANIA,19530,,,,,,,,,,,,,-75.7685,40.5041,,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-01-01T00:00:00Z
1007069,RENNINGERS FARMERS MARKET AND AUCTION,443 ROUTE 61 S,SCHUYLKILL HAVEN,,PENNSYLVANIA,17972,,,,,,,,,,,,,-76.1423,40.6449,,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-01-01T00:00:00Z
1007346,RENO COUNTY FARMERS MARKET,115 WEST 2ND AVE,HUTCHINSON,RENO,KANSAS,67501,May,May,Wed:10:00 AM - 2:00 PM;Sat:7:30 AM - 12:30 PM;,,,,,,,,,,-97.9339,38.0545,Local government building grounds,Y,N,N,Y,Y,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,2012-05-25T08:07:26Z
1004430,RENO SOMERSETT FARMERS MARKET,7650 TOWN SQUARE WAY,RENO,WASHOE,NEVADA,89509,,,,,,,,,,,,,-119.913,39.5322,,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-01-01T00:00:00Z
1003429,RENSSELAER COUNTY FARMERS MARKET,TWIN TOWN LITTLE LEAGUE FIELD WILLIAMS RD,NORTH GREENBUSH,RENSSELAER,NEW YORK,,,,,,,,,,,,,,-73.6772,42.6719,,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-01-01T00:00:00Z
